Annotation,text
hate,juliarodd When kennies angry he talks like a ghetto black man and I really dont even think he notices HAHAHAHAHAHAHA Im laughing  
hate,"kcarmouche How you real, dont put NO money on you nigga books But chu buy a bitch Chanel just to hit the Puss!"
hate,kevnasto I would rather fuck a fat chick than allow a nigger into my house.
hate,kiddsmypyt You have a new boyfriend every week.. Tf you doin hoe
hate,kristajayMFC No mom. Im not dramatic immature i just have fucking mental problems and youre a bitch and a cunt.
hate,kwagiheath Its Comfortable but niccas like me say Comthable...smh
hate,librarianknight More queer lady Templars. Thats my point.
hate,lightskinchink This vine still funny as shit to me How many niggers are in my store 
hate,lildurk I dont fuck with bitch niggas I only fuck niggas bitches
hate,lmfaohilarious Never go full retard.
hate,markiiejay You got niggas amp i got bitches
hate,marylene maggietanquary shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow.
hate,meaghanyockey savanaharanda Is you a girl or a guy is you my mom or is you my dad  Im a butch dyke
hate,"milesfan realest tweet i seen today SoopSoo . Dyke bitches are rehab for hoes.And once im healed,back to the dick I go"
hate,mitchmancuso BrantPrintupWhat straight guys take a picture of themselves naked in a hot tun.What fags jakesiwy RyanMurphy Randy
hate,monnetteee If you like After Romeo chances are I think youre a faggot.
hate,natalmendoz Whore slut cunt bitch nigga
hate,nickpertile Oh my goodness do I hate Chinese people. Fucking zipperheads
hate,"obeyyreggie stfu hoe tedddydgaf Im proud to be African American  Proud African American Im proud to be white Racist
"
hate,occdissent Ann Coulter admits on FOX News that America has a negro problem. crime tcot gettingreal
hate,rachaelgoss Who wants to chill on campus w me amp throw bibles at bitches taking the walk of shame
hate,realistiLLest Mine too  XO This ma niggah triggatre 
hate,sbitchy Bitches be fallin so Inlove w. Niggass amp then he go get a new bitch amp they try go get a new nigga to try to forget about the 
hate,salmeronbryan Youre not the father ! What every Mexicannigger loves to hear.
hate,salomanizor Too many faggots on here that think they can address me by my first name
hate,saramariewelch Been my main nigguh since digital camera selfies thorpeemily.
hate,"sblmnlcrmnl woodslamar shut your nigger ass, lamar"
hate,sheemteam Fuck the Islamic State!! We will kill those cunts
hate,sorryimalex I got called a faggot for buying girl toms so now Im gonna fuck that person in the ass
hate,stepheeezyy nigga bitch him XO  I will never date a female with another niggah name on her lol . Wtf .
hate,taylorTM PacmanJonez PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
hate,theChefBoyRD victoriaaalee anniespringer ew shes so ugly who is that hoe
hate,trentlilweezy you are trash me 
hate,twerknboba  fuck you say bitch I will kill you 
hate,"ugIycutie one, two, three, four, how many niggers are in my store"
hate,uncledaddy weakenednachos Californias biggest retards. Dont forget about HOLY who just released an amazing EP.
hate,"useemitch , , , ... how many niggers are in my store, I knooooooow your stealing! "
hate,veeveeveeveevee If I was Obama Id call a press conference amp slit joe bidens neck on live tv just  show these crackers I mean business
hate,"vodkapapixo Black girls have never been into me. I guess cause I dont call them hoes, sell drugs or shoot niggas o well."
hate,"wisdomspewed No, you stupid redneck, Animal Husbandry does NOT mean you can get hitched to your blue tick hound, Misty."
hate,xDSmooth The way this niggah just flinched at this movie was priceless BookieG
hate,zachpiecowiak EddieSativa youre a fucking queer
hate,"RT
COMMENCE CARPET BOMBING! All Iraq soldiers in this video  executed by Jihadis from Tunis"
hate,RTin your own shit now pussy what a joke youd end up just like all the rest no show chicken shit mother fucker
hate,Raunchy ass hoe.
hate,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
hate,Roses be red  Orchids be bigger Donts tell yo daddy You fuckin a nigger Vddie
hate,"SO to my favorite nigger to work on the plantation PrettyWarZone just remember next time, ask for the watermelon. Dont steal it."
hate,"SIR. PLEASE go text your Mexican bitch, because Im not Finna deal witcho childish ass "
hate,STFU BORIS FAGJO! MaxinBetha Cause he a faggot!! Makes sense now right ChannyMaraj Bran prolly real nurturing lol
hate,Same reason u look like anthony davis with them eyebrowsRyanHSlick Why the fuck do niggers act so different when girls are aroundS
hate,Scandal A Negro Bed Wenchs Fairytale and propaganda  via YouTube A must see for Hebrew Daughters of Zion!
hate,"Seattle Mayoral Election this year. A choice between a bunch of women, nonwhites, and faggotsfag lovers."
hate,Seegt Its a FINE LINEgt Killing faggots doesnt change the source of their creation. Which is Stupid PEOPLE overbreedinggt PERIODgt
hate,Seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed
hate,Seem like da colored folk be gettin in da way lately. I just sayin
hate,Senator tedcruz is an anchor baby! Go back from where you came. natural born Canadian
hate,She got every niggah lookin like dam
hate,Sheeple just like sweetpotatertotOH those racist sexist teabaggerswho just elected these two old white men. 
hate,Shoot that nigga an his shorty bitch .
hate,Shut up faggot
hate,Sick of your coon antics POONsoaker Accuracy Thotcho Henny gt water 
hate,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in amp turn on their spic music. Jesus Christ
hate,Smh hate that hoe
hate,Smh queer
hate,Smh u niggers amp ur music knowledge
hate,So I decided to drive to the good walmawhere the colored folks dont go bc its food here.
hate,So many bitches in one sentence fixitjesus
hate,So many hoes whipped you would have thought we were still in slavery
hate,So niggers really believe Phelps just smokin on a regular huh Tell me now amp Ill log off for the night
hate,SoetoroObama is moving the country Forward w his vision. His vision is to downsize our oppressive country and get even w whitey. War
hate,Some lying ass hoes lol
hate,Some niggas save hoes
hate,Some of these hood negros dont deserve bail money the way they be visiting jail.
hate,Somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall
hate,Somebody please choke that fucking retard that keeps yelling mashed potatoes. What a tool! PGAChampionship
hate,Someone shut this beaner up please.
hate,Sonnen is a faggot
hate,Soon fuckeveryword will be to Fuck Backtrack and I cant wait because fuck those faggots.
hate,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so yall would like me
hate,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
hate,"Spending money on these hoes , nigga you aint fuck SHIT "
hate,Spics are half breed trash. No filthy native should be allowed to speak to any European.
hate,Stay home then bitch fuck u
hate,"Still really confused re humplayproblems i think lucricus
Is a fag dagger"
hate,Stoni is a fuckin queer...
hate,Stu a rape faced faggot man Im sick of this nigga
hate,Stuck up serious bitches are possibly the worst type of girls. Ever.
hate,Stupid teabagger restaurant making customers pay Minimum Wage Fee 
hate,Stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde
hate,"Subtweet me one more time, you dirty chink whore"
hate,TRUST ME when I say that JesusChrist would be KILLING faggots if he came back to life in todays day and agegt Spartacus Rome
hate,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 
hate,That fucking slutty beaner
hate,That pic is now circulated by Jihadis with a call to kill him. Saudi ISIS Syria
hate,That shade of faggot clashes with your eye color.
hate,That was my faggot rant for the night.
hate,The midwest of the US is white trash.
hate,The south of the US is white trash.
hate,The GOP elite call conservatives our niggers behind closed doors. tcot teaparty
hate,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
hate,The blacks in California are typical niggers.
hate,The chinks really hunting their food... WWLTV Dog shot with arrow in N.O. East 
hate,The fucking Royals bitch! Work!
hate,The leftisthomosexual war on the Catholic church kicked into high gear with the infiltration of the priesthood by boyraping fags...
hate,"The nations know who we are, but we rather be real niggers amp bad bitches. "
hate,The people who have historically been called white trash were called that for a reason. Theyre white trash. The truth hurts.
hate,The reason Shelby hates sandwiches is because he is a queer. RonandFezSXM
hate,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties
hate,The thing about working with black people. These bitches never on fucking time then wanna complain about a shocheck. Bitch die.Today. now
hate,Them queer ass shorts Rabchenko got on
hate,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!
hate,These niggas retarded... Lmfaoo
hate,These people are fags.
hate,They should have never gave a cracker a transmitter!!!!!! realdjTV will flip when he sees this.
hate,They slut for me they kill for me they steal for me and of course itll be yo cash and Ill murder that bitch send the body back to yo ass
hate,Think its okay to take my property and break it Fuck you bitch
hate,This girl is retarded
hate,This kid looks like a retard when he tries hiding his phone... so obvious
hate,This nigga jerry room smell like bad pussy!
hate,This nigga over here telling me he dont fuck with this bitch . When he do . Or maybe she lying lol
hate,This niggah know wassup
hate,This nigglet 
hate,This rain got yall women talking out your ass.. A nigga should spend % of his income on a bitch  bruh get these hoes the fuck outta here
hate,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks mins ago but they closed
hate,This weeks RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.
hate,This white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga
hate,This white bitch tried to set me up for a racial war ... Lol bitch its impossible Im smarter then you
hate,Those guys are the definition of white trash
hate,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
hate,Truth Adolfhibsta Only a faggot would turn down hairy pussy
hate,"Twice divorced teabagger Florida Attorney General says marriage is reserved for stable, enduring family units "
hate,Twitter is for fags.
hate,"Typically hateful, antiChristian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin"
hate,U coons cant wait to wear them Oreo Js
hate,Ugly fucking nigger baby. Thought it was a gorilla at first.
hate,Uncle Tom Hypocrite! 
hate,Vanessa is such a fuckin faggot.
hate,Waiting on this wetback sycksyllables 
hate,Wake up you stoopid dyke RandyPawlik
hate,Washing my coon hair
hate,Wassup wit all these fucc niccas
hate,Watch out nigger lovers. You day is coming.
hate,Watching the nigger movie Menacesociety. Trying to learn more about the enemy. Good reconnaissance.
hate,We hate you too lil nicca! Lol redfernave I Hate The Steelers Dawg
hate,Well gahdamn. HuhWhatsACondom Wooooow moesdeph Good job mommy cutest thing blue ivy ever done she still an ugly nigger baby
hate,What a fag
hate,What a fucking faggot
hate,What a wetback looks like when he gets caught crossing the border. Ilovebamf 
hate,What be the peckin order  white Christian  colored  Porto Ricans  Arab  Jews I donts know.
hate,"What ppl expect, august aslina is a nig from New Orleans"
hate,"What these bitches want from a nigga, like on some DMX shit"
hate,Whats so good about Prom All I see is another faggot ass High School dance.
hate,Whats up faggots bet yall thought youd seen the last of me
hate,Whats worse than Ebola  The Fing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
hate,When a pussy nigga socks you and doesnt knock you out.
hate,When it rains its good go to the mall weather all the coons be at home
hate,White bus drivers are all white trash. LosAngeles
hate,White trash have taken over every charity organization in the US.
hate,White trash okies dont count as real white people. To count as a white person you have to count a person. Okies arent people.
hate,Who takes mid from the best midlaner NA Fuckin solo Q fags.
hate,Whoever had Mr. Ramlogan for UWI business law tho Racist mudda cunt
hate,Why are some people such faggots Like were you born that way or are you just that big of a douche bag.
hate,Why do so many filthy wetback halfbreed spic savages live in LosAngeles None of them have any right at all to be here.
hate,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
hate,Why you think all these niggas end up with all these kids Fucking ugly bitches
hate,Wish I coulda said more to EmmaleeeParkerr tonight. Good seeing you fag. 
hate,Women who are feminist are the ugly bitches who cant find a man for themselves
hate,Worlds biggest faggot lol
hate,Yall hoes really get mad cause a nigga dont want cha
hate,Yea alright redneck white trashCamoPearls Stupid niggers hollering out their car going down the road trying to hit on me! Fuck yall!
hate,Yo bitch ass needs to boss the fuck up.
hate,Yo bitch on my dick she come to my crib she get passed around no love
hate,Yost on Portsmouth this is the biggest white trash county in the nation YostKnowsMost iDOWNTOWN
hate,"You football nigga KISS ISIS wifebeater faggotsgt WE SEE YOUgt Shout it out to the RADICAL IslamNation, YOgt"
hate,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
hate,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
hate,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
hate,You are a jiggaboo...!
hate,You cant owe me shit ion trust niccas
hate,You fucking fag baethingape this is exactly what i am talking about women are pigs 
hate,You got me faggot
hate,You hate football your a faggot
hate,You have my word we will JRwrz Thotcho beat those fucking faggots pls
hate,You know what fuck you too bitch your such a little hoe! gt.lt
hate,You like them bitch niggas.
hate,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! DontArgueJustAcceptIt"
hate,You some type of special faggot if you bring chocolate Swishers to a smoke session.
hate,You state it gook
hate,Youre a little bitch FuckingCashBro Thotcho my team got blown out in the Super Bowl
hate,Youre a faggot if you use the cover your face emoji
hate,Youre all faggot fuckheads.
hate,Youre just another nigguh.
hate,Your acting like a spoiled little faggot have fun
hate,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit Ill carve your face.
hate,Your retarded.
hate,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood Patrick Bateman"
hate,Zimmerman we comin for yo life bitch.
hate,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or aint getting enough pussy!!
hate,ahah fucking queer KingJames kill urself
hate,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
hate,bitch youre white stfu with your shitty Spanish
hate,bitches be like im mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur 
hate,cant trust niggas when it come to bitches
hate,coons
hate,dem niggas ca have them white hoes.... I love my beautiful black sistas....
hate,do you think all the rice fags are at McDonalds
hate,dumb ugly stupid bullshit ass bitch 
hate,everybodys favorite phrase to try and end an argument You do you and I do me  lmao faggots
hate,faggot 
hate,faggots
hate,fat bitches fat bitches heeeey
hate,fat dykes make me want to vomit
hate,"fuck ray rice ,someone crack that bitch"
hate,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
hate,gay ass fags
hate,go get left in a hot car and die bitch
hate,guy complains to me gays are oversensitive... my response and look at you complaining like little pussy. waahh waahh hypocrite
hate,harm this pussy instead ABC missing yrold USC medical student last seen Tuesday May harm himself 
hate,hoe ass nigga 
hate,hope gezus gets shot in his faggot head houston nbombs
hate,how the fuck do all these fucking faggot ass randos even find zoes ask account
hate,I Leo get the fuck off of vine you fag
hate,i find it funny when fags write looking for bf on a grindr ap. LOL thats a fucking ap dumbass.
hate,i hate hoes.
hate,in real life and online I follow that. sorry folks but just cause I look like a border hopper dont mean I am one. born and raised here
hate,inb you unfunny nigger kill yourself
hate,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here 
hate,"it means that im following orders and being subordinate. sue me, ya dyke"
hate,looking like a hillbilly and not matching is what I do best goodnight losers
hate,my mom tried to get me to buy beaner boots bc they were on sale like Im not in a mariachi band please stop.
hate,nigga u a cunt where yo fendi clutch
hate,niggas aint playin a gram of defense man George need to tell these bitch ass niggas man up
hate,oh well. hes a fag anyways.
hate,omg SaddyBey Fat bitch. Whats her 
hate,one day im like harry styles is so hot the next day is who tf is this faggot
hate,only lesbians get their nips pierced ew
hate,pure trash
hate,redneck in the White House  Moccasin Creek 
hate,"she pooted Not Fuck is Given Either Young Thug gay, or this bitch pooted "
hate,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
hate,smh uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
hate,someones clearly a stinky ass beaner...
hate,stupid loose pussyed bitch
hate,talking crazy over the Internet is the same thing as doing it in person. dont try to be buddy buddy with me later on faggot fuck you.
hate,"tell the hating niggah 
stfu"
hate,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said shell call me.  mins. nothing.
hate,they shot another monkey lmaooooooooooo
hate,theyre working on a bill to prevent retards from voting. who knew retards COULD vote things are starting to make sense now.
hate,this guy is the biggest faggot omfg
hate,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
hate,you a pussy ass nigga and I know it nigga.
hate,You are all niggers
hate,You are such a retard i hope you get type  diabetes and die from a sugar rush you fucking faggot DareILK
